,Explica pelota de gritos,a_similarity,a_wmdistances,a_n_similarity,a_distance,a_puntaje,Explica pelota de pelos,b_similarity,b_wmdistances,b_n_similarity,b_distance,b_puntaje,Explica pelota de plata,c_similarity,c_wmdistances,c_n_similarity,c_distance,c_puntaje
419,que su hermano menor grita mucho,0.47103393,0.04442422523070468,0.71237934,0.8632963051398596,3,porque están muy peludos,0.25205082,0.04379609227180481,0.26340497,0.8568854779005051,1,porque es la luna,1.0,0.04827899485826492,0.71598035,0.8905605003237724,3
420,que esta lleno de gritos listos para salir,0.09877087,0.04401112664570846,0.18849462,0.9217005050741136,3,porque normalmente existe una expresión acerca de esto,0.1507932,0.04515904599183838,0.23235643,0.9391150772571564,3,las monedas son redondas y plateadas,False,False,False,False,1
421,que esta molestando,False,False,False,False,2,porque esta hecha de puro pelo,0.3464551,0.03248358055465117,0.5656574,0.9571202319736282,3,valiosa,0.32995352,0.05332736670970916,0.44531077,0.8273184448480606,2
422,que es muy escandaloso o ruidoso,0.068579204,0.0458140675233677,0.09159201,0.9856196939945221,3,porque es un animal que tiene muchos pelos,0.18632926,0.04429272722547502,0.25103658,0.8836804181337357,3,cuando la luna llena esta brillando parece una pelota de plata brillante,0.38758844,0.04724334432699887,0.6649795,0.9100708328187466,3
423,porque tal vez tu hermano es un gritón y es lo único que hace,0.30145952,0.04594844245909364,0.45036367,0.8515591944257418,3,porque las mascotas tienen muchos pelos,0.10488497,0.045561710939191286,0.08266437,1.0181217715144157,3,porque la luna tiene como color de plata y es al vez muy valiosa,0.6425898,0.048626999285023655,0.8038162,0.8651399929076433,3
424,significa que es una persona que grita demasiado,0.5165481,0.044187845705574845,0.76459646,0.8509791120886803,3,por que igual es un animal con mucho pelo,0.5713303,0.022577054798603058,0.7863623,0.8603660017251968,3,a veces se dice la expresión de que la luna esta hecha de plata y ya que es redonda tendría sentido que llamáramos a la luna una pelota de plata,0.36285636,0.04632648352150287,0.63773596,0.9083891243419864,3
425,significa que su hermano es muy escandaloso,0.20316423,0.04740207168795372,0.32098907,0.9734444742401441,3,porque se esponja y se enreda,0.050852045,0.04878208851826563,0.018422851,1.037493133917451,3,es papá porque es el que controla la casa,0.057879098,0.048940117190038865,0.053850427,1.0285354778170586,2
426,se refiere a que su hermano siempre grita,0.5463208,0.04575785562942503,0.70016193,0.845725933710734,3,la mayoría de los animales son peludos,0.16780743,0.045231439184791805,0.27924117,0.9540852208932241,3,por que siempre dicen que la luna es de plata,0.6202029,0.04807354359564557,0.6693728,0.9004301466047764,3
427,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque es esponjado y muy peludo,0.12905775,0.050064392387866974,0.13895622,0.9196195155382156,1,por que la anterior decía que era el sol entonces lo contrario del sol es la luna,0.46526492,0.04616380519133359,0.61166286,0.8567645624279976,3
428,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque eta lleno de pelos,0.14621054,0.045004799891561045,0.23644184,0.9011720133324465,3,porque lo primero que se me viene a la cabeza seria un anillo de plata,0.24040581,0.047868069261312485,0.30707037,0.9102997928857803,1
429,que al ser pequeño llora y grita mucho,0.49111834,0.04479554631467563,0.7138254,0.8705493162075678,3,por que dice pelota de pelos,0.20984253,0.04494763246136904,0.2794063,0.8536359742283821,3,si el sol es una pelota de fuego ya que es caliente la luna tiene apariencia plateada en la noche,0.36221468,0.045868212071616205,0.63707924,0.8682315377518535,3
430,que grita mucha probablemente porque es menor,0.3861296,0.04379710984176804,0.6381553,0.8815385897954305,3,porque es redondo y tiene pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,que la luna es de color gris y brilla ligeramente en la noche,0.4984788,0.04614991330321144,0.7565777,0.9045095890760422,3
431,que su hermano es muy gritón,0.3289657,0.04666537107116729,0.40522,0.83058662712574,3,porque tienen mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,una pelota de material de plata,0.29114184,0.04830038429493644,0.44308388,0.8773115947842598,1
432,un niño gordo que hace mucho ruido,0.4629153,0.04358205419097485,0.6633934,0.8275004625320435,3,porque es divertido tener una pelota de pelos,0.15619998,0.045268265795266674,0.24737123,0.9150448217988014,1,porque la luna brilla igual que la plata,0.49454477,0.047092056956565286,0.6566638,0.8945542027552923,3
433,que siempre esta gritando,0.2199501,0.04693857207894325,0.2199501,0.948671005666256,3,porque son muy peludos y cuando son de un tamaño pequeño se pueden parecer a eso,0.12207939,0.04474183286513109,0.21690786,1.0083627961575985,3,ya que la luna es plateada,0.6313361,0.05088167532747611,0.62619054,0.9342509787529707,3
434,porque se espanta muy fácil y salta al mismo tiempo que grita,0.38460112,0.04220497440986336,0.6933942,0.8307159002870321,3,por que la mayoría de los animales domésticos tienden a ser peludos,0.13879518,0.045527734426865356,0.25994903,0.9783952226862311,1,la luna es redonda y es color gris y brilla,0.5840314,0.04646575168097615,0.80324745,0.8781834885478019,3
435,que grita muy fuerte y grita todo el tiempo,0.74382573,0.04508503484274011,0.92539954,0.9059337427218755,3,porque la característica de ambos es tener pelo,0.6490586,0.021386966109275818,0.839362,0.9158309176564217,3,la luna por que su forma se parece a la de una pelota y su color se parece al color plata,0.6358694,0.04732154841664291,0.820113,0.9071977399289608,3
436,que su hermano tiende a gritar mucho,0.30383056,0.046834253151451524,0.40771505,0.8473818848530451,3,porque puede ser cualquier animal peludo o tal vez simplemente su papa tiene mucho cabello,0.21190916,0.04465398356690258,0.38713995,0.9284454911947251,3,tiene referencia al color de la luna o como la vemos por el reflejo del sol brillante a la vista humana por la lejanía y el reflejo,0.36796978,0.046190003937743314,0.65361214,0.9489883269098672,3
437,que se refieren a que la pelota representa su hermano y como su hermano grita mucho esa es la acción que representa a su hermano,0.34033006,0.044643467007027454,0.5493773,0.8511505160066817,3,porque tienen mucho pelo y pues si están gordos tendrán la forma de una pelota,0.44565347,0.030214414552712475,0.6794338,0.8395165652036667,2,yo creo que come se esta refiriendo en la primera frase al sol en la segunda como la luna tiene color plata yo pienso que se refiere a la luna,0.4750447,0.04527363225623742,0.7807952,0.8944077868014574,3
438,su hermano debe ser un niño pequeño y por lo general los niños pequeños gritan cuando hacen berrinches también puede ser un bebe su hermano y pues los bebes lloran,0.27423522,0.044161700091696086,0.5187913,0.842554512349042,3,todo eso esta lleno de pelos,0.15239468,0.045807213943101464,0.20267513,0.903818542137742,3,la luna es redonda al igual que el sol en la primera frase uno puede entender que habla del sol entonces cuando va a la siguiente frase uno puede deducir que habla de la luna ya que la luna puede decirse que es plateada,0.46998185,0.047390350644306745,0.6844609,0.9160117646679282,3
439,porque esta gordo y grita demasiado,0.56234056,0.044276738351259386,0.7696004,0.8821065127849579,3,por que tienen mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,una pelota color plata,0.5274279,0.04721139640916613,0.6637023,0.8623348077138265,3
440,la pelota significa su hiperactividad o sea como rebotar y los gritos representa el ruido que hace,0.27050123,0.04321856503947527,0.5275609,0.8343115467578173,1,es un animal peludo,0.13585922,0.04760925961736217,0.19728966,0.9127188995480537,2,la mente es muy valiosa y brillante,0.2845738,0.04800229672877752,0.42861652,0.9184039607644081,3
441,que su hermano no deja de gritar,0.25543725,0.04658009353228229,0.3479157,0.8147308727105459,3,porque tengo mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,la luna por que es redonda y de color plata,0.650418,0.047134094704447314,0.79687196,0.9025725461542606,3
442,gritan mucho,0.38844365,0.048133254051208496,0.38844365,0.6990939974784851,3,porque se acuestan y se ven como una pelota por todo el pelo que tienen,0.34215748,0.0344842284828946,0.6097685,0.8981028352864087,3,es del mismo color que la luna,1.0,0.04665628956208378,0.89712596,0.8614708669483662,3
443,que grita demasiado,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque tienes pelos,0.1453491,0.04531100190875493,0.19671825,0.9056720193475485,1,la irradia luz tan blanca como el reflejo en plata,0.24479184,0.048955547481960064,0.44731387,1.0152304168790578,3
444,que el niño grita mucho tiempo continuo,0.4895839,0.043821474722051446,0.6909309,0.8064377158880234,3,por que los perros son muy peludos,0.2013641,0.046931211492309347,0.30149406,0.8679384253919125,3,la luna es redonda y plateada o gris,0.48490015,0.04891258183618076,0.65565884,0.9134188378229737,3
445,significa que su hermano llora y gritos mucho,0.18564373,0.04597817701067682,0.29831016,0.9066354241222143,3,porque hay unas especies que tienen pelos para proteger a su mismo,0.077958725,0.04755164906471459,0.058013614,1.0070568695664406,3,pongo dinero porque es como un pelota de plata,0.29157755,0.04476071997494716,0.46970624,0.8542654030025005,1
446,que su hermano es muy gritón,0.3289657,0.04666537107116729,0.40522,0.83058662712574,3,por que es mucho pelo en tu cabeza,0.6766705,0.022720351815223694,0.82965666,0.9056341275572777,3,es una metáfora hacia la luna pues es tan bella y parece de plata,0.44341952,0.04806700853325426,0.6521691,0.9127588011324406,3
447,que se grita siempre llora y grita,0.74980843,0.04568019990867479,0.90823543,0.8828740119934082,3,porque una el pelo no tiene un orden correcto y al estar en una pelota tiene menos orden,0.3020263,0.03735018434272334,0.4943743,0.894019179046154,3,una pelota dura de plata,0.22631262,0.04875081184223731,0.39549404,0.9927800496419271,3
448,que su hermano es muy desastroso que grita mucho,0.46286502,0.04522155630289058,0.71347106,0.9062029086053371,3,0,False,False,False,False,1,que es muy importante,0.3464877,0.04665456544484916,0.31120858,0.9544508457183838,2
449,que el hermano del autor es alguien que se expresa mucho y de manera demandante,0.16064435,0.04411086060149371,0.3034835,0.8831563279032707,3,porque tiene pelos,0.22999784,0.04343133419752121,0.23177007,0.8615425527095795,1,yo puse la vida porque es algo valioso tenemos pero que no todos saben como sacarle provecho,0.22420132,0.04572212814618051,0.37858772,0.9257324777543545,3
450,su hermano se grita y trata como pelota salta bota,0.42480785,0.042981217615813756,0.66750103,0.817458763718605,3,porque tiene pelos y es circular como las pelotas,0.12794472,0.04691611752113454,0.18698563,0.942659217864275,1,una pelota dura,0.21926603,0.04919224832678214,0.34194407,1.0340201780200005,1
451,que es muy escandaloso,0.099436805,0.050629712641239166,0.099436805,1.1446100175380707,3,porque pueden parecer un pelota de pella,0.11974789,0.0450434580069832,0.1780841,0.9664839257796606,3,que es de gran importancia,0.28637457,0.050628915429115295,0.27703017,0.9910348951816559,3
452,que el hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque es lo que tiene sentido,0.16643837,0.04570259526371956,0.16643837,1.0123329646885395,1,la luna es circular y de color plata,0.59744895,0.046036194152124225,0.80638516,0.8832311611622572,3
453,el molesta fácilmente,0.13358945,0.04708022191894054,0.19205764,0.976093914359808,3,por que es redonda y tiene pelo,0.56359136,0.023271523416042328,0.77309227,0.8758139126002789,1,porque este es como los hombres puede ver una mujer sola una cosa linda,0.25269344,0.04684794964467374,0.34319544,0.9578810961296161,2
454,su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque algunos gatos tienen mucho pelo,0.5944792,0.02490375190973282,0.7340137,0.8163842782378197,1,es una pelota hecha de plata,0.2661229,0.048209067829766444,0.47346175,0.9263350789745649,3
455,que su hermano grita mucho,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque se enreda,0.06118696,0.04715288430452347,0.020582635,1.020338922739029,1,pelota brillante,0.27071667,0.04726227996613272,0.40921062,0.9033308438956738,3
456,quiere decir que siempre pega gritos,0.15322816,0.04279974836081266,0.21310744,0.869596466422081,3,porque también tienen mucho pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,3,la luna tiene un color muy singular que hace que a veces la veamos de color plata,0.5992498,0.045823668351519055,0.8298945,0.8665770006676515,3
457,una persona que grita,0.6869303,0.04302334586223215,0.82266974,0.7940838038921356,3,es gordo y peludo,0.06742576,0.04901329046968371,0.10094629,1.017844047397375,2,la vida porque vale mucho,0.51006675,0.04557285475128054,0.737268,0.9258624408394098,3
458,el hermano que grita,0.6671361,0.044878695823419835,0.8002222,0.8400392383337021,3,porque tiene muchos pelos en su cuerpo,0.171097,0.04501932719215378,0.18200523,0.9401589892804623,3,alguien que es fuerte o mercurio color plata,0.423941,0.04469296826019232,0.6807681,0.8697418700903654,1
459,que es alguien que no para de gritar,0.20407131,0.047739628327131266,0.28699505,0.9040102660655975,3,porque esa persona siempre es peluda por su ropa,0.16143279,0.04515086003028295,0.24523461,0.9192884483685096,3,es muy valioso,0.20582826,0.05252939090132713,0.25812495,0.887294627726078,3
460,quiere decir que los hermanos se gritan y lloran porque son menores en las casas y se comparo en una pelota,0.2157448,0.04373796347659009,0.41994277,0.8473419855747905,3,porque si,False,False,False,False,3,mi mama porque la plata es joya precioso importante es mi mama porque es muy importante en mi vida,0.2673961,0.04656580886798166,0.42452878,0.9539196086116135,3
461,que tal vez su hermana siempre le grita,0.67442465,0.04598147530183196,0.812502,0.8989068418741226,3,porque los perros son peludos,0.2013641,0.046931211492309347,0.30149406,0.8679384253919125,2,"Los amigos son muy valiosos, en mi opinión, como la plata, pero no se puede conseguir gratis y se puede aplicar una cicatriz a la misma, lo más importante antes de que puedas amar a un amigo. El oro significa que amarte a ti mismo es la primera cosa que debes hacer.",0.22113708,0.04499505558531848,0.54653555,0.9266442328225821,3
462,que es un bebe que grita mucho,0.62539196,0.04399547763991356,0.8203809,0.8954741880297661,3,así me suena,0.19811438,0.043797809464121235,0.19811438,1.0099300164729357,2,la luna,1.0,0.04827899485826492,0.71598035,0.8905605003237724,3
463,que siempre esta gritando,0.2199501,0.04693857207894325,0.2199501,0.948671005666256,3,porque,False,False,False,False,2,la luna es plateada,0.6313361,0.05088167532747611,0.62619054,0.9342509787529707,3
464,que no deja de gritar,0.21601981,0.047340406258977945,0.27139693,0.8166194707155228,3,porque es redonda y tienes pelos,0.13929366,0.04572163305692862,0.2123509,0.9160193813343843,1,vale mucho,1.0,0.04621981732169981,1.0,0.8905605003237724,3
465,mi hermanito grita mucho,0.65836585,0.04421025041989237,0.8131853,0.853979617357254,3,porque ambos tienen pelo,1.0,0.021057022735476494,1.0,0.8149137198925018,1,pues tal vez la medalla esta llena de plata,0.2606901,0.047750840359691536,0.42105442,0.9342431090772152,1
466,puede significar que el hermano es ruidoso,0.1557816,0.04439852754986197,0.25360355,0.8793723558386167,3,porque en el poema una pelota de pelos podría ser cualquier cosa peluda,0.19423449,0.04507213012142479,0.35136974,0.8906286790966987,1,yo puse que la frase se podría referir a la luna debido a su color y lo brillante que es,0.51347226,0.04523337274839239,0.7247501,0.9056856626023849,3
467,que grita mucho,1.0,0.04469776898622513,1.0,0.8691247999668121,3,porque tiene mucho pelo y se puede decir de manera exagerada,0.5096109,0.02362247370183468,0.7666167,0.9455006644129753,3,que es brillante,0.19955546,0.04595272449858652,0.15748522,1.0087824240326881,3
468,esta usando la palabra pelota para todo así que podemos pensar que su hermanito simplemente es muy gritón,0.24019931,0.04468676498807919,0.45134765,0.8846252121563468,3,0,False,False,False,False,3,porque ya establecimos que a todo le esta diciendo pelota y los collares pueden ser de plata,0.29114184,0.04830038429493644,0.44308388,0.8773115947842598,1
469,es un niño que grita mucho,0.6309712,0.04300012537124381,0.7863949,0.7926453500986099,3,0,False,False,False,False,1,la luna se ve como de plata o color plata y brilla en la noche,0.47155544,0.04567116617678316,0.70747435,0.8750508704355785,3
